content_velocity,user_reports_24h,prior_violations,model_confidence,account_age_days,engagement_spike_ratio,cross_border_content,content_type,region_risk_band,appeal_history,escalation_required
19.58,2,0,0.667,1315.9,1.722,yes,text,low,some,0
127.02,4,0,0.639,486.7,1.62,no,image,medium,none,1
3.98,1,1,0.856,587.4,1.718,no,multimodal,low,frequent,0
14.6,4,2,0.783,841.5,1.699,no,multimodal,medium,none,0
18.34,2,0,0.685,298.3,1.446,no,image,low,none,0
12.89,3,2,0.76,1343.8,1.221,yes,text,medium,frequent,1
41.71,5,0,0.757,1718.5,1.24,no,multimodal,low,some,0
16.5,6,2,0.99,777.9,1.12,no,video,low,none,0
7.54,1,3,0.721,1414.6,1.15,yes,video,medium,none,0
32.85,4,1,0.571,199.0,0.444,no,text,medium,none,0
24.13,4,1,0.712,650.6,0.743,yes,multimodal,high,none,1
17.2,0,4,0.261,85.0,1.268,no,video,low,none,0
77.27,4,0,0.675,396.5,0.23,no,image,low,none,1
42.75,6,1,0.855,403.6,0.346,no,multimodal,medium,none,1
39.32,5,0,0.776,327.5,1.183,yes,image,low,none,0
43.44,4,1,0.728,202.2,1.286,no,image,high,some,0
41.83,4,0,0.784,772.0,1.193,yes,video,low,none,0
25.14,2,3,0.857,279.1,0.2,no,video,high,frequent,1
16.65,6,2,0.908,772.6,2.126,no,multimodal,medium,none,1
33.4,2,2,0.752,513.1,0.632,no,video,low,frequent,0
24.77,3,0,0.629,678.1,0.941,no,text,low,some,0
3.91,2,1,0.31,353.7,0.719,no,text,medium,none,0
11.84,6,0,0.837,509.3,2.0,no,video,medium,none,1
22.28,4,0,0.762,1917.9,1.561,yes,text,low,none,0
58.09,2,1,0.704,662.2,1.113,no,video,medium,some,0
33.51,4,2,0.57,1346.4,1.078,yes,image,medium,none,1
14.1,1,2,0.834,1300.3,1.44,yes,image,medium,some,1
10.87,1,3,0.639,169.7,0.727,yes,text,medium,some,1
66.87,2,2,0.674,1297.7,1.54,no,image,high,none,0
26.09,3,0,0.671,509.1,1.076,yes,text,medium,some,0
0.53,3,1,0.752,403.1,1.61,no,video,low,some,0
27.44,3,0,0.496,230.5,1.593,no,text,low,some,0
49.6,1,0,0.77,170.9,1.053,no,multimodal,low,none,0
10.54,2,2,0.565,757.2,0.324,yes,video,low,none,0
31.6,2,0,0.57,164.9,1.227,no,multimodal,low,none,0
33.92,1,0,0.822,779.6,0.625,no,multimodal,medium,none,0
11.18,3,0,0.521,53.6,1.389,no,multimodal,low,none,0
71.07,2,1,0.821,248.0,1.222,no,multimodal,medium,frequent,1
34.37,4,1,0.696,454.3,1.056,no,text,low,none,0
22.18,3,0,0.416,555.2,0.702,no,text,low,none,0
26.23,6,1,0.898,259.8,1.943,no,video,low,none,1
9.17,2,1,0.73,186.5,1.123,yes,video,medium,frequent,0
8.78,3,1,0.743,416.2,2.527,no,video,low,none,0
20.49,4,3,0.841,334.1,1.367,no,video,low,none,1
21.58,1,2,0.92,369.5,1.526,no,text,medium,none,1
24.86,3,2,0.712,807.4,1.37,no,text,low,none,0
75.37,2,1,0.779,1163.9,1.521,no,video,low,none,0
47.7,1,1,0.739,397.9,1.896,no,video,low,none,0
4.76,3,0,0.625,807.9,1.902,yes,multimodal,low,none,0
65.84,6,0,0.427,342.6,0.467,yes,video,low,none,0
20.35,2,0,0.714,321.2,1.778,yes,text,low,none,0
51.01,1,0,0.901,414.2,1.599,yes,text,medium,some,1
21.75,1,0,0.773,1050.6,1.368,no,image,medium,none,0
32.72,4,1,0.509,130.8,2.206,no,image,high,frequent,1
9.89,2,2,0.856,112.8,2.226,no,multimodal,high,none,1
38.38,6,1,0.63,1516.7,1.802,no,video,low,none,0
55.17,1,1,0.345,252.9,1.078,no,multimodal,low,some,0
5.93,3,2,0.843,459.4,0.754,no,image,high,none,1
55.77,3,1,0.529,367.0,1.727,no,text,low,none,0
16.59,3,2,0.965,1323.5,2.03,no,image,medium,none,0
91.94,2,2,0.864,1043.4,0.336,no,text,medium,frequent,1
51.68,1,0,0.644,184.6,1.893,no,text,medium,none,0
45.5,1,1,0.753,558.8,1.223,yes,image,low,none,0
26.35,7,0,0.99,669.0,0.445,no,image,low,none,0
142.32,5,1,0.84,791.8,1.585,no,text,low,none,1
20.46,2,0,0.718,74.2,1.805,yes,video,low,none,0
12.11,3,1,0.99,112.5,1.174,no,video,low,some,0
17.11,4,2,0.699,831.8,0.821,no,text,medium,frequent,0
62.21,3,2,0.773,160.5,2.206,no,video,low,frequent,1
32.25,6,3,0.53,660.9,1.016,yes,text,low,none,1
28.71,4,1,0.412,194.2,1.93,yes,image,low,none,1
20.72,3,2,0.634,120.3,0.593,no,video,high,none,1
27.55,5,2,0.686,245.2,1.558,no,image,low,none,0
19.53,6,1,0.733,498.0,1.544,yes,multimodal,low,none,1
48.6,2,1,0.453,639.7,1.787,no,image,medium,none,0
24.4,6,2,0.786,696.1,2.096,no,text,low,none,0
17.39,4,2,0.547,901.2,0.943,no,image,low,some,0
58.65,2,2,0.777,257.8,1.61,no,image,low,some,1
12.48,2,2,0.83,866.5,0.667,no,text,high,frequent,1
32.6,4,0,0.617,534.4,0.661,yes,image,medium,none,1
3.87,4,2,0.526,597.9,1.061,no,text,medium,some,0
8.04,3,0,0.927,2033.8,1.555,no,image,high,none,0
22.3,5,0,0.82,768.3,2.188,no,video,medium,none,0
19.23,5,1,0.704,430.5,2.279,no,multimodal,low,none,0
19.2,7,1,0.915,376.8,1.173,no,multimodal,medium,none,1
52.02,2,1,0.693,501.8,1.503,yes,video,medium,none,1
54.17,4,1,0.581,137.7,1.822,yes,multimodal,low,some,1
37.5,0,1,0.52,660.4,1.733,no,video,medium,none,0
11.85,1,1,0.663,497.1,1.265,yes,video,low,frequent,0
27.38,5,0,0.803,592.6,1.388,no,multimodal,low,none,0
100.62,2,1,0.902,532.6,1.295,yes,multimodal,low,some,1
133.28,5,1,0.684,152.6,1.246,no,multimodal,low,frequent,1
59.05,4,0,0.874,786.7,1.179,no,multimodal,high,none,1
12.3,2,1,0.646,314.7,1.29,no,image,medium,some,0
27.57,4,0,0.555,973.3,1.147,yes,multimodal,low,some,1
35.69,3,2,0.471,833.2,0.782,yes,image,medium,none,1
31.79,5,0,0.599,1461.6,1.781,yes,text,medium,some,0
63.36,2,2,0.477,500.5,1.608,yes,text,low,some,0
50.42,2,2,0.99,901.8,2.288,no,video,medium,none,1
11.68,0,2,0.75,1570.1,1.535,no,text,medium,none,0
17.76,2,4,0.665,292.1,1.142,no,text,low,none,0
58.88,3,2,0.956,1053.9,1.037,no,image,medium,none,1
77.05,2,1,0.472,758.6,1.374,no,video,medium,frequent,1
36.02,1,3,0.658,217.1,1.626,no,text,medium,frequent,0
83.52,3,1,0.99,455.8,1.228,no,video,high,some,1
33.03,5,2,0.657,2241.3,0.615,no,video,high,none,0
13.71,4,0,0.99,1015.1,0.98,no,multimodal,low,none,0
47.24,2,1,0.806,708.5,1.359,no,video,medium,none,0
172.05,4,3,0.889,299.1,1.72,no,text,medium,none,1
9.24,3,0,0.894,55.9,0.607,no,multimodal,low,some,1
81.42,4,2,0.68,162.5,1.483,no,multimodal,high,none,1
45.36,4,1,0.602,515.8,1.461,no,image,high,none,0
16.85,2,0,0.662,516.0,1.124,no,text,medium,none,0
4.0,4,3,0.522,1205.2,1.057,yes,video,low,frequent,1
2.24,3,2,0.669,241.5,0.982,no,multimodal,low,none,0
19.17,2,1,0.679,223.5,1.42,no,multimodal,high,none,1
40.19,3,0,0.95,766.8,1.913,yes,multimodal,high,none,1
55.93,3,2,0.775,382.9,1.949,yes,multimodal,low,none,1
65.09,6,0,0.99,379.4,0.788,no,video,low,none,1
37.62,3,1,0.334,1125.7,1.257,no,text,medium,some,0
33.41,4,1,0.485,211.5,0.253,no,text,low,none,0
22.92,1,1,0.623,1014.4,1.405,yes,text,medium,none,0
40.9,4,2,0.919,702.3,1.649,yes,text,high,frequent,1
17.08,2,2,0.662,351.9,2.135,no,text,low,some,0
9.75,5,1,0.445,503.9,0.457,no,image,medium,some,0
31.86,5,1,0.641,264.3,0.806,no,multimodal,medium,none,1
52.98,2,1,0.488,442.2,1.422,yes,text,low,frequent,1
7.75,2,0,0.457,1513.9,0.541,yes,multimodal,low,some,0
19.17,6,1,0.99,289.9,1.436,yes,multimodal,medium,none,1
30.97,2,2,0.624,98.2,1.662,no,text,medium,none,0
30.47,6,1,0.708,515.4,0.709,no,text,medium,none,0
44.5,1,5,0.665,1342.1,1.416,no,image,high,some,1
98.73,3,1,0.64,605.6,0.744,no,multimodal,low,none,1
2.27,5,2,0.545,421.1,2.038,no,video,high,some,0
101.67,3,3,0.63,406.6,1.453,yes,text,medium,some,1
95.83,4,2,0.734,1034.6,1.03,no,video,low,some,0
56.58,5,2,0.907,661.7,0.731,yes,multimodal,low,none,1
35.52,2,1,0.832,765.4,1.545,no,text,low,frequent,1
17.38,6,3,0.485,569.2,2.029,no,video,low,none,1
56.1,1,1,0.838,919.9,0.964,no,image,high,some,1
36.9,5,1,0.756,1513.9,1.13,no,text,medium,none,0
23.33,1,1,0.58,508.9,0.974,no,multimodal,low,none,0
55.09,6,2,0.709,653.1,2.128,no,text,low,none,0
61.85,5,0,0.772,1471.0,0.396,no,multimodal,medium,some,0
76.65,3,0,0.688,568.1,1.993,no,video,high,none,0
15.72,5,0,0.757,1024.9,1.161,no,text,medium,none,0
70.05,5,1,0.542,248.8,1.314,no,video,low,none,0
23.69,3,1,0.99,281.4,1.18,no,text,low,some,0
35.59,3,2,0.371,1751.1,1.47,no,text,low,none,0
40.93,9,0,0.772,866.7,0.985,no,text,medium,none,0
66.2,3,1,0.739,460.1,1.879,no,multimodal,low,some,1
51.18,3,3,0.783,335.9,1.899,no,multimodal,low,none,1
23.0,4,0,0.567,407.5,0.858,yes,text,medium,none,0
2.74,4,2,0.867,169.0,1.684,yes,image,low,none,1
44.12,3,1,0.663,816.8,1.172,no,multimodal,high,none,0
34.49,1,3,0.49,760.1,1.376,no,video,medium,none,0
9.12,3,2,0.505,747.6,2.113,no,text,low,none,0
37.65,4,1,0.7,1258.3,1.013,no,image,low,none,0
30.66,7,0,0.425,544.5,1.813,yes,image,medium,none,1
76.14,5,1,0.968,703.2,1.579,no,text,medium,none,1
106.29,2,0,0.848,103.4,1.253,no,image,medium,none,1
60.79,6,1,0.972,872.6,1.534,no,video,high,none,1
29.29,4,1,0.955,773.3,1.474,no,video,medium,some,0
32.85,5,2,0.624,190.0,0.771,no,image,medium,none,0
15.22,4,1,0.541,461.6,1.047,no,video,low,frequent,0
17.94,2,0,0.252,1143.4,0.827,no,video,low,frequent,0
27.96,0,1,0.615,687.5,1.212,no,multimodal,medium,none,0
25.68,7,0,0.963,314.6,2.023,no,text,low,some,1
8.58,0,4,0.548,774.8,1.641,no,image,high,some,0
76.67,4,0,0.646,1643.7,0.634,no,image,low,none,0
84.01,5,0,0.591,140.7,1.213,no,image,low,none,0
75.01,6,2,0.74,851.2,1.467,yes,video,medium,frequent,1
85.93,3,0,0.886,668.2,1.722,no,video,medium,none,1
126.87,6,2,0.434,173.6,1.025,no,image,low,none,1
15.48,4,2,0.464,690.9,0.731,no,video,medium,none,0
123.31,4,2,0.918,340.3,1.322,no,video,medium,none,1
22.89,3,1,0.797,424.4,1.635,yes,video,low,none,0
48.99,5,0,0.638,778.0,1.467,yes,multimodal,low,frequent,0
6.49,2,0,0.953,756.4,0.908,no,multimodal,medium,none,0
20.48,4,0,0.462,745.5,2.227,no,video,medium,none,0
62.0,5,0,0.829,2234.9,1.301,no,text,low,none,0
50.68,2,3,0.669,477.1,1.447,yes,multimodal,low,some,1
22.52,3,2,0.777,210.3,1.019,no,text,medium,none,0
32.84,1,0,0.298,858.0,1.903,no,video,low,none,0
18.66,3,0,0.638,665.0,1.636,no,multimodal,high,some,0
61.88,4,1,0.798,354.4,1.507,no,text,low,frequent,0
80.15,2,1,0.67,334.8,0.774,no,text,medium,none,0
15.55,5,2,0.881,1313.9,1.897,no,text,high,some,1
30.31,2,2,0.875,66.7,1.728,no,multimodal,low,none,1
8.21,6,2,0.527,654.1,1.857,no,image,medium,none,0
36.8,3,4,0.812,324.0,1.369,yes,multimodal,low,none,1
45.35,2,0,0.521,721.5,1.313,no,text,medium,none,0
39.09,5,0,0.689,283.0,1.259,no,text,high,some,1
42.79,2,5,0.785,733.9,2.489,yes,text,high,none,1
27.83,5,0,0.546,1098.4,1.079,yes,multimodal,low,none,0
28.36,5,2,0.806,362.2,0.757,yes,text,medium,none,0
27.32,3,2,0.599,407.5,1.163,no,multimodal,medium,none,1
19.95,2,3,0.587,714.3,1.083,yes,video,low,frequent,1
22.13,1,1,0.793,910.0,1.98,yes,multimodal,medium,some,0
43.86,4,4,0.546,1964.9,0.672,yes,image,low,none,0
76.73,4,1,0.538,414.5,1.069,yes,video,high,none,1
13.11,6,0,0.847,407.2,1.445,no,text,high,none,1
28.27,3,4,0.697,224.1,1.984,no,image,medium,frequent,1
10.56,3,0,0.447,45.6,1.707,no,video,low,none,0
20.27,4,0,0.817,1105.2,2.16,yes,text,high,none,1
23.24,1,1,0.615,494.6,1.523,no,multimodal,low,some,0
34.87,3,0,0.456,217.2,1.248,no,text,medium,frequent,0
34.14,2,1,0.279,992.2,1.778,yes,text,medium,none,1
30.1,9,1,0.825,856.6,0.666,no,video,low,some,1
41.29,1,0,0.542,403.4,0.495,no,image,low,none,0
14.33,4,2,0.481,673.9,1.838,no,text,low,some,0
35.09,4,0,0.782,251.1,1.455,no,multimodal,high,none,0
51.71,4,2,0.809,887.4,1.832,no,text,medium,some,1
14.16,3,2,0.554,346.3,0.924,yes,video,high,some,0
5.12,9,0,0.826,1192.8,1.992,yes,text,medium,frequent,1
61.54,3,2,0.99,785.8,1.685,no,text,medium,none,1
10.91,7,2,0.895,178.7,1.334,no,image,medium,some,1
19.42,4,0,0.871,1107.4,1.454,no,multimodal,medium,none,0
50.67,7,0,0.73,1047.6,1.523,no,video,high,none,1
13.5,3,0,0.609,953.5,0.922,no,text,low,none,0
58.64,3,3,0.671,989.8,1.157,yes,text,high,some,1
17.05,1,2,0.751,547.1,1.516,no,multimodal,high,none,0
15.22,2,1,0.479,665.3,1.137,yes,text,low,none,0
10.61,6,0,0.557,471.0,0.615,no,video,high,some,0
17.18,7,0,0.452,102.3,1.497,no,text,high,some,1
45.95,5,1,0.718,776.6,1.768,yes,text,low,none,1
19.43,5,0,0.693,139.0,1.884,yes,text,low,none,0
61.71,4,1,0.576,223.6,1.616,no,text,medium,none,0
31.05,6,3,0.811,331.2,1.759,no,video,medium,none,1
33.17,0,1,0.513,573.1,1.844,yes,image,low,none,0
14.8,4,1,0.57,1715.2,1.39,yes,multimodal,medium,some,0
68.04,9,1,0.805,328.8,0.291,no,text,medium,some,1
52.01,6,0,0.829,1808.1,1.93,no,image,low,none,0
50.98,1,2,0.553,1027.2,0.903,no,image,low,none,0
26.58,4,0,0.717,709.7,0.785,no,text,low,none,0
9.33,3,0,0.555,298.8,0.798,no,text,medium,some,0
34.52,3,2,0.648,579.5,2.592,no,text,low,frequent,0
44.56,3,2,0.703,615.0,1.57,yes,text,medium,none,1
44.88,3,1,0.77,879.3,0.829,yes,image,medium,frequent,0
40.65,4,1,0.731,312.3,1.008,yes,text,high,none,1
39.44,4,1,0.724,1048.9,1.35,no,image,high,frequent,0
16.97,4,2,0.507,530.8,1.621,no,image,high,frequent,1
17.72,4,2,0.742,775.0,1.49,yes,image,medium,none,1
10.72,2,3,0.768,498.5,0.886,no,text,low,frequent,1
62.2,2,0,0.79,1295.3,1.509,no,image,low,none,0
103.13,3,0,0.565,236.1,1.044,no,image,medium,none,1
169.99,5,0,0.826,679.5,1.873,no,multimodal,low,some,1
36.33,3,0,0.469,175.0,1.378,no,text,low,none,0
39.51,2,1,0.611,820.2,0.97,no,text,low,none,0
27.43,2,0,0.636,218.9,1.694,no,multimodal,low,none,0
35.91,5,0,0.478,450.4,1.542,yes,text,medium,some,0
13.45,3,1,0.633,409.5,1.113,no,text,high,some,0
26.99,2,0,0.715,2103.5,1.715,no,multimodal,low,some,0
15.33,3,2,0.388,306.5,1.665,no,video,low,some,1
24.28,5,1,0.617,1054.5,1.951,no,video,medium,some,0
16.52,2,3,0.4,42.9,1.705,no,text,low,some,0
44.58,2,1,0.99,574.4,1.243,no,text,high,frequent,1
48.63,1,2,0.714,1333.6,0.505,yes,text,low,none,0
38.63,2,2,0.7,109.3,1.443,no,multimodal,low,some,1
17.78,2,2,0.717,1023.1,1.521,no,image,medium,none,0
9.99,0,3,0.777,501.6,1.376,no,video,medium,none,0
49.02,3,3,0.837,63.1,0.2,yes,multimodal,medium,none,1
30.92,2,2,0.43,1124.6,1.689,no,multimodal,low,none,0
4.86,3,1,0.89,848.3,0.894,yes,text,low,frequent,1
34.31,3,2,0.879,270.6,1.693,no,video,low,none,1
39.73,8,1,0.669,884.8,2.2,no,video,medium,frequent,1
6.92,1,2,0.661,118.9,1.224,no,multimodal,low,none,0
45.14,2,2,0.184,348.2,1.569,no,multimodal,low,some,1
8.12,4,0,0.481,563.5,1.366,no,video,medium,none,0
16.14,2,2,0.763,541.7,1.613,no,video,medium,frequent,0
8.18,3,1,0.872,758.2,1.402,no,text,low,none,0
14.67,1,1,0.797,2069.5,1.092,yes,video,high,some,0
10.08,2,0,0.668,646.5,0.898,yes,video,medium,frequent,0
61.93,2,1,0.988,659.4,2.145,no,video,high,some,1
25.45,4,1,0.841,1195.6,1.569,no,video,low,some,0
21.29,3,0,0.617,539.0,1.765,no,image,medium,none,0
65.97,1,2,0.99,90.4,1.55,no,image,low,none,1
63.68,5,1,0.505,599.8,1.838,no,multimodal,low,none,0
22.72,1,1,0.445,77.3,0.902,yes,text,low,none,0
38.08,1,1,0.613,1120.2,1.392,no,multimodal,low,none,0
18.98,4,3,0.559,558.4,1.603,yes,video,high,some,1
28.59,3,0,0.622,736.0,1.996,no,image,high,frequent,0
11.93,4,0,0.808,240.0,2.687,no,image,low,some,0
42.19,2,1,0.675,250.9,1.554,no,video,low,some,0
67.75,4,1,0.679,840.7,1.019,no,multimodal,low,none,0
59.82,4,2,0.689,449.6,0.752,no,text,medium,none,0
32.03,2,4,0.31,308.4,0.898,no,multimodal,low,some,1
4.31,2,1,0.438,1333.1,0.963,yes,multimodal,medium,none,0
18.24,4,2,0.618,611.4,0.2,no,image,low,none,0
28.57,1,0,0.545,345.4,1.012,no,text,medium,frequent,0
8.82,2,1,0.643,639.1,1.708,no,text,high,none,1
7.32,2,2,0.905,397.3,1.388,no,text,low,none,1
80.54,2,0,0.668,790.8,1.221,no,text,high,none,0
55.09,2,1,0.468,227.3,0.539,no,text,high,some,1
44.55,2,3,0.553,1132.7,1.875,no,multimodal,medium,none,0
50.73,2,1,0.954,397.0,1.606,yes,video,low,some,1
10.41,5,1,0.925,169.1,1.344,no,multimodal,medium,none,1
14.23,3,1,0.775,189.9,0.249,no,video,low,some,0
36.41,10,0,0.43,474.8,1.105,no,video,high,some,1
38.53,3,1,0.729,310.2,1.567,no,multimodal,medium,none,1
8.29,3,0,0.741,138.5,1.336,no,text,medium,some,0
34.53,1,1,0.684,146.6,1.446,no,video,medium,none,0
28.97,2,0,0.589,562.7,1.693,yes,multimodal,low,none,0
58.52,3,0,0.622,665.8,1.427,no,multimodal,medium,none,0
38.67,3,0,0.578,592.3,1.675,no,image,high,none,0
86.73,1,2,0.497,1307.2,0.928,no,multimodal,low,frequent,1
22.82,6,2,0.899,736.0,0.739,no,image,low,some,1
11.1,0,0,0.821,342.0,1.589,no,text,high,some,0
85.21,3,1,0.634,2956.4,1.691,yes,text,low,none,0
40.15,2,0,0.736,260.8,1.609,no,image,high,some,0
29.1,4,2,0.742,121.9,1.416,no,text,low,none,0
14.72,2,4,0.99,872.4,1.188,no,text,medium,none,1
23.04,1,1,0.82,1721.8,1.455,no,text,medium,some,0
22.06,2,1,0.814,1000.4,1.54,no,multimodal,low,some,0
10.63,3,1,0.686,453.7,1.57,no,multimodal,low,frequent,0
2.83,6,2,0.61,286.3,2.654,no,multimodal,low,frequent,1
21.64,4,0,0.901,830.1,0.89,no,video,medium,none,0
51.64,2,0,0.784,473.3,2.963,no,multimodal,low,some,1
71.67,2,1,0.547,433.8,0.722,no,image,low,frequent,1
60.09,3,1,0.753,1378.0,1.543,no,image,medium,some,0
62.49,3,2,0.814,93.8,0.753,no,image,high,none,1
11.88,2,3,0.345,709.8,1.503,yes,text,low,none,0
36.92,3,0,0.532,304.4,1.841,yes,video,medium,none,0
44.8,5,2,0.738,544.6,1.366,no,image,high,none,1
46.85,4,0,0.372,253.6,1.837,no,multimodal,medium,frequent,1
28.61,4,0,0.397,473.6,1.138,no,text,high,frequent,1
33.66,1,1,0.637,2329.2,0.325,no,text,medium,frequent,0
58.88,2,2,0.759,936.1,1.663,no,image,medium,none,0
43.66,7,0,0.766,829.6,1.365,no,text,medium,some,0
49.51,2,0,0.933,556.1,1.11,no,multimodal,low,none,0
20.82,3,1,0.693,519.3,1.145,no,video,medium,none,0
47.71,2,3,0.62,584.3,1.553,no,image,medium,none,1
33.33,5,1,0.471,770.0,0.943,no,video,low,frequent,0
54.86,4,1,0.618,948.2,1.538,no,image,medium,some,0
16.97,1,1,0.793,1859.7,1.944,yes,text,medium,some,0
51.82,0,1,0.8,452.2,2.38,no,image,low,none,0
23.3,6,0,0.722,1355.7,2.052,yes,text,low,none,0
51.98,2,2,0.768,1873.2,1.431,no,video,low,none,0
37.09,1,0,0.884,998.4,1.479,no,multimodal,low,some,0
31.52,1,0,0.692,512.6,1.15,no,text,medium,some,0
24.33,3,2,0.899,1002.9,1.117,no,video,low,none,0
29.2,6,1,0.564,131.8,1.786,yes,video,low,none,0
21.68,1,1,0.668,1666.9,1.196,yes,image,low,some,0
23.93,1,2,0.603,1064.3,1.533,yes,image,high,none,0
42.83,0,1,0.807,496.4,0.869,no,image,high,none,0
5.84,5,0,0.518,468.6,2.035,yes,image,low,some,0
51.49,2,2,0.629,165.0,1.189,yes,image,low,some,1
52.09,5,1,0.382,1176.7,1.894,yes,text,low,some,1
24.92,0,2,0.775,476.6,0.998,no,image,low,none,0
34.32,0,1,0.879,1763.8,0.972,no,multimodal,medium,some,0
13.34,3,0,0.826,129.7,2.014,yes,image,medium,none,1
40.87,5,1,0.81,258.0,1.037,no,multimodal,medium,none,0
14.9,4,0,0.814,232.5,0.566,no,text,high,none,0
0.83,5,2,0.792,38.3,0.83,no,image,medium,none,0
69.83,3,0,0.778,874.7,1.778,no,video,low,none,0
12.0,3,0,0.789,199.0,1.73,no,video,medium,none,0
28.72,1,0,0.575,259.0,0.969,no,multimodal,low,none,0
35.29,3,1,0.648,210.3,1.034,yes,text,medium,none,0
42.76,3,3,0.691,402.6,1.687,no,image,low,some,0
30.7,2,4,0.626,1534.2,2.008,no,video,low,none,0
37.61,2,0,0.429,770.0,1.316,yes,video,low,none,0
24.45,3,3,0.482,631.0,1.627,no,multimodal,low,some,1
7.1,5,0,0.717,545.7,1.787,no,multimodal,low,some,0
29.81,2,2,0.825,352.2,2.427,no,text,medium,none,1
47.0,3,2,0.681,356.6,0.772,no,multimodal,low,none,0
12.7,4,0,0.99,608.1,1.016,no,video,high,none,1
35.56,3,2,0.533,1422.4,1.097,yes,video,low,none,0
98.24,2,0,0.751,331.4,1.764,no,text,high,none,0
28.32,7,0,0.887,1087.3,1.224,yes,multimodal,low,none,1
29.46,1,1,0.851,219.0,1.506,no,video,low,none,1
6.48,3,0,0.785,870.0,1.411,no,text,low,none,0
11.33,6,1,0.851,1385.0,1.351,yes,text,low,some,0
15.05,1,3,0.689,513.8,1.404,no,video,low,none,0
45.71,4,0,0.946,354.4,1.865,no,multimodal,medium,frequent,1
13.52,3,1,0.885,867.7,0.865,no,image,low,none,0
40.26,2,0,0.544,1646.6,1.276,yes,multimodal,low,none,0
16.29,3,1,0.731,1054.2,0.742,yes,image,low,none,0
6.76,2,0,0.432,1796.7,1.463,yes,image,medium,none,0
49.7,0,1,0.923,552.6,1.252,no,video,low,none,0
22.26,2,0,0.716,527.0,1.885,yes,text,low,frequent,0
42.99,3,0,0.896,144.5,1.348,yes,text,low,none,1
6.51,2,0,0.663,341.9,1.128,no,video,medium,none,0
2.44,5,1,0.383,497.5,1.227,no,text,medium,some,0
33.11,4,0,0.99,536.4,2.212,no,text,medium,none,1
10.94,2,3,0.701,856.4,0.565,no,text,medium,none,0
32.76,7,3,0.52,371.8,1.036,yes,text,low,frequent,1
33.29,3,0,0.863,390.1,1.368,no,text,medium,none,1
30.19,4,0,0.99,2001.4,1.032,no,image,medium,none,0
62.15,3,1,0.648,40.6,1.595,no,multimodal,medium,frequent,1
39.75,3,1,0.664,59.5,1.322,no,video,low,none,0
98.18,4,1,0.718,251.4,1.478,yes,video,medium,some,1
22.76,6,1,0.502,55.7,1.409,no,text,medium,none,1
9.01,3,2,0.569,73.1,1.298,yes,text,medium,none,1
17.27,3,4,0.965,410.3,0.705,no,multimodal,medium,none,1
23.87,6,3,0.659,692.1,1.438,no,video,medium,some,1
103.66,2,0,0.546,397.5,0.468,no,multimodal,low,none,0
31.51,3,0,0.608,722.7,1.014,no,image,low,none,0
63.74,4,2,0.852,952.0,1.595,yes,video,low,none,1
21.24,5,2,0.364,635.3,1.945,no,image,low,none,0
19.15,2,1,0.721,721.2,2.525,no,text,medium,none,0
6.22,1,2,0.99,439.3,1.136,no,multimodal,medium,frequent,0
101.48,2,2,0.99,371.1,0.917,yes,text,medium,some,1
78.4,1,2,0.772,49.3,1.611,no,image,medium,none,1
35.83,6,0,0.891,986.1,2.285,no,text,medium,none,0
25.01,3,0,0.889,614.2,2.116,yes,video,low,none,1
32.43,1,1,0.66,682.4,0.832,no,multimodal,low,none,0
8.64,4,0,0.828,137.2,1.28,no,image,low,none,0
42.93,6,4,0.966,265.4,1.775,yes,multimodal,medium,frequent,1
74.1,5,0,0.478,420.7,1.81,no,text,low,none,0
76.62,2,1,0.772,197.6,1.646,no,multimodal,low,none,1
6.51,3,0,0.738,628.2,1.126,no,video,low,some,0
63.34,6,1,0.697,596.3,1.641,no,multimodal,medium,none,1
8.7,3,1,0.682,568.5,1.815,no,multimodal,high,some,1
2.7,2,1,0.717,975.9,0.884,yes,image,high,some,0
64.97,2,0,0.73,639.1,2.015,no,image,low,none,0
19.84,3,3,0.859,1309.8,1.846,no,multimodal,medium,some,1
58.83,2,1,0.756,655.4,0.979,no,multimodal,low,none,0
55.25,0,0,0.652,313.6,1.812,no,video,medium,none,0
50.46,3,0,0.546,528.9,1.757,no,video,low,some,0
32.13,4,0,0.604,25.6,1.776,no,image,low,some,0
9.73,3,0,0.722,688.2,2.138,no,text,medium,none,0
23.91,4,0,0.567,272.6,1.345,no,text,low,none,0
77.48,3,2,0.831,585.8,1.516,no,video,high,some,1
59.88,5,0,0.749,309.8,0.2,no,video,low,some,0
24.94,4,1,0.863,197.7,1.908,no,video,high,none,1
24.69,7,0,0.578,1588.1,1.86,no,video,low,none,0
47.33,1,3,0.547,304.9,2.028,no,image,low,none,0
33.91,5,1,0.862,259.4,0.882,no,text,medium,some,1
25.98,2,1,0.701,881.7,1.831,no,text,medium,none,0
44.56,1,0,0.648,410.1,1.859,no,text,high,none,1
43.5,3,0,0.792,285.8,1.025,no,video,medium,none,0
17.68,4,1,0.786,899.2,1.878,yes,multimodal,medium,some,0
39.08,7,0,0.479,516.8,1.582,no,multimodal,low,some,0
41.62,1,3,0.902,983.4,0.501,no,text,high,none,1
30.29,1,0,0.614,1341.1,1.642,no,multimodal,medium,none,0
16.07,3,1,0.952,401.9,0.966,no,video,medium,none,0
23.31,3,1,0.467,847.9,0.512,yes,text,medium,some,0
13.29,7,2,0.731,1383.0,1.533,no,video,low,frequent,0
